Date,Type,Title,Info,Currency,Amount,"Fees & Taxes",Net
"March 22, 2022",Fee,"Transaction fee: Shipping","Order #2418362616",EUR,--,-€1.32,-€1.32
"March 22, 2022",Fee,"Transaction fee: Simple A-Line Short Wedding Dress | Mini...","Order #2418362616",EUR,--,-€20.45,-€20.45
"March 22, 2022",Fee,"Processing fee","Order #2418362616",EUR,--,-€17.28,-€17.28
"March 22, 2022",Sale,"Payment for Order #2418362616",,EUR,€424.45,--,€424.45
"March 22, 2022",VAT,"VAT: auto-renew expired","auto-renew expired: 1110973414",EUR,--,-€0.04,-€0.04
"March 22, 2022",VAT,"VAT: auto-renew expired","auto-renew expired: 1124914053",EUR,--,-€0.04,-€0.04
"March 22, 2022",Fee,"Listing fee ($0.20 USD)","Listing #1110973414",EUR,--,-€0.18,-€0.18
"March 22, 2022",Fee,"Listing fee ($0.20 USD)","Listing #1124914053",EUR,--,-€0.18,-€0.18
"March 18, 2022",Deposit,"€712.86 sent to your bank account",,EUR,--,--,--
"March 17, 2022",VAT,"VAT: transaction","transaction: 2928401042",EUR,--,-€4.63,-€4.63
"March 17, 2022",VAT,"VAT: Offsite Ads fee","order: 2413588329",EUR,--,-€11.10,-€11.10
"March 17, 2022",VAT,"VAT: Processing Fee","order: 2413588329",EUR,--,-€4.04,-€4.04
"March 17, 2022",Fee,"Transaction fee: Simple Short Off Shoulder Wedding Dress ...","Order #2413588329",EUR,--,-€22.03,-€22.03
"March 17, 2022",Marketing,"Fee for sale made through Offsite Ads","Order #2413588329",EUR,--,-€52.86,-€52.86
"March 17, 2022",Tax,"Sales tax paid by buyer","Order #2413588329",EUR,--,-€44.02,-€44.02
"March 17, 2022",Fee,"Processing fee","Order #2413588329",EUR,--,-€19.24,-€19.24
"March 17, 2022",Sale,"Payment for Order #2413588329",,EUR,€473.53,--,€473.53
"March 17, 2022",Deposit,"€42.18 sent to your bank account",,EUR,--,--,--
"March 17, 2022",VAT,"VAT: renew sold","renew sold: 1059711307",EUR,--,-€0.04,-€0.04
"March 17, 2022",Fee,"Listing fee ($0.20 USD)","Listing #1059711307",EUR,--,-€0.18,-€0.18
"March 17, 2022",VAT,"VAT: shipping transaction",,EUR,--,-€0.28,-€0.28
"March 17, 2022",VAT,"VAT: transaction","transaction: 2927753500",EUR,--,-€4.18,-€4.18
"March 17, 2022",VAT,"VAT: Processing Fee","order: 2413062074",EUR,--,-€3.54,-€3.54
"March 17, 2022",Fee,"Transaction fee: Over Knee Wedding Dress, Short Elegant W...","Order #2413062074",EUR,--,-€19.92,-€19.92
"March 17, 2022",Fee,"Processing fee","Order #2413062074",EUR,--,-€16.86,-€16.86
"March 17, 2022",Sale,"Payment for Order #2413062074",,EUR,€414.11,--,€414.11
"March 17, 2022",Fee,"Transaction fee: Shipping","Order #2413062074",EUR,--,-€1.31,-€1.31
"March 17, 2022",VAT,"VAT: auto-renew expired","auto-renew expired: 864651024",EUR,--,-€0.04,-€0.04
"March 17, 2022",Fee,"Listing fee ($0.20 USD)","Listing #864651024",EUR,--,-€0.18,-€0.18
"March 16, 2022",VAT,"VAT: listing","listing: 1197916519",EUR,--,-€0.04,-€0.04
"March 16, 2022",Fee,"Listing fee ($0.20 USD)","Listing #1197916519",EUR,--,-€0.18,-€0.18
"March 16, 2022",Marketing,"Credit for Offsite Ads fee","Order #2334125420",EUR,--,€39.94,€39.94
"March 16, 2022",VAT,"VAT: Offsite Ads fee credit","order: 2334125420",EUR,--,€8.38,€8.38
"March 16, 2022",Fee,"Credit for transaction fee on Boho A-Line Vintage Wedding Dress | Bohe...","Order #2334125420",EUR,--,€15.79,€15.79
"March 16, 2022",Fee,"Credit for transaction fee on shipping","Order #2334125420",EUR,--,€1.29,€1.29
"March 16, 2022",VAT,"VAT: transaction credit","transaction credit: 2824437637",EUR,--,€3.32,€3.32
"March 16, 2022",VAT,"VAT: shipping transaction credit",,EUR,--,€0.27,€0.27
"March 16, 2022",Payment,"Charge for refund 2334125420",,EUR,€319.27,--,€319.27
"March 16, 2022",Fee,"Credit for listing fee ($0.20 USD)","Listing #888617862",EUR,--,€0.18,€0.18
"March 16, 2022",VAT,"VAT: Processing Fee","order: 2334125420",EUR,--,€2.86,€2.86
"March 16, 2022",Fee,"Credit for processing fee","Order #2334125420",EUR,--,€13.62,€13.62
"March 16, 2022",Refund,"Refund to buyer for Order #2334125420",,EUR,-€332.89,--,-€332.89
"March 16, 2022",VAT,"VAT: auto-renew expired credit","auto-renew expired credit: 888617862",EUR,--,€0.04,€0.04
"March 16, 2022",Deposit,"€439.19 sent to your bank account",,EUR,--,--,--
"March 16, 2022",VAT,"VAT: auto-renew expired","auto-renew expired: 882863273",EUR,--,-€0.04,-€0.04
"March 16, 2022",Fee,"Listing fee ($0.20 USD)","Listing #882863273",EUR,--,-€0.18,-€0.18
"March 16, 2022",VAT,"VAT: renew sold","renew sold: 1069859018",EUR,--,-€0.04,-€0.04
"March 16, 2022",Fee,"Listing fee ($0.20 USD)","Listing #1069859018",EUR,--,-€0.18,-€0.18
"March 15, 2022",VAT,"VAT: transaction","transaction: 2928848135",EUR,--,-€5.35,-€5.35
"March 15, 2022",VAT,"VAT: Processing Fee","order: 2411157603",EUR,--,-€4.56,-€4.56
"March 15, 2022",Fee,"Transaction fee: Elegant A-Line Off Shoulder Puff Sleeve ...","Order #2411157603",EUR,--,-€25.47,-€25.47
"March 15, 2022",Fee,"Processing fee","Order #2411157603",EUR,--,-€21.71,-€21.71
"March 15, 2022",Tax,"Sales tax paid by buyer","Order #2411157603",EUR,--,-€38.49,-€38.49
"March 15, 2022",Sale,"Payment for Order #2411157603",,EUR,€535.21,--,€535.21
"March 15, 2022",Deposit,"€377.34 sent to your bank account",,EUR,--,--,--
"March 14, 2022",Fee,"Credit for transaction fee on Veil and Shawl","Order #2352340328",EUR,--,€2.42,€2.42
"March 14, 2022",VAT,"VAT: transaction credit","transaction credit: 2850437081",EUR,--,€0.51,€0.51
"March 14, 2022",Fee,"Credit for listing fee ($0.20 USD)","Listing #1150586010",EUR,--,€0.18,€0.18
"March 14, 2022",VAT,"VAT: Processing Fee","order: 2352340328",EUR,--,€0.48,€0.48
"March 14, 2022",VAT,"VAT: listing credit","listing credit: 1150586010",EUR,--,€0.04,€0.04
"March 14, 2022",Tax,"Refund to buyer for sales tax","Order #2352340328",EUR,--,€2.84,€2.84
"March 14, 2022",Refund,"Refund to buyer for Order #2352340328",,EUR,-€50.12,--,-€50.12
"March 14, 2022",Fee,"Credit for processing fee","Order #2352340328",EUR,--,€2.30,€2.30
"March 14, 2022",VAT,"VAT: renew sold","renew sold: 863041409",EUR,--,-€0.04,-€0.04
"March 14, 2022",Fee,"Listing fee ($0.20 USD)","Listing #863041409",EUR,--,-€0.18,-€0.18
"March 14, 2022",VAT,"VAT: transaction","transaction: 2927208641",EUR,--,-€5.08,-€5.08
"March 14, 2022",VAT,"VAT: Processing Fee","order: 2409931091",EUR,--,-€4.02,-€4.02
"March 14, 2022",Fee,"Transaction fee: Simple A-Line Wedding Dress | Minimalist...","Order #2409931091",EUR,--,-€24.17,-€24.17
"March 14, 2022",Sale,"Payment for Order #2409931091",,EUR,€471.33,--,€471.33
"March 14, 2022",Fee,"Processing fee","Order #2409931091",EUR,--,-€19.15,-€19.15
"March 14, 2022",Deposit,"€877.81 sent to your bank account",,EUR,--,--,--
"March 13, 2022",VAT,"VAT: auto-renew expired","auto-renew expired: 878568827",EUR,--,-€0.04,-€0.04
"March 13, 2022",Fee,"Listing fee ($0.20 USD)","Listing #878568827",EUR,--,-€0.18,-€0.18
"March 12, 2022",VAT,"VAT: auto-renew expired","auto-renew expired: 881558676",EUR,--,-€0.04,-€0.04
"March 12, 2022",Fee,"Listing fee ($0.20 USD)","Listing #881558676",EUR,--,-€0.18,-€0.18
"March 9, 2022",VAT,"VAT: auto-renew expired","auto-renew expired: 888596780",EUR,--,-€0.04,-€0.04
"March 9, 2022",Fee,"Listing fee ($0.20 USD)","Listing #888596780",EUR,--,-€0.18,-€0.18
"March 9, 2022",VAT,"VAT: private listing","private listing: 1193388721",EUR,--,-€0.04,-€0.04
"March 9, 2022",VAT,"VAT: transaction","transaction: 2919534273",EUR,--,-€0.95,-€0.95
"March 9, 2022",VAT,"VAT: Processing Fee","order: 2404212997",EUR,--,-€0.87,-€0.87
"March 9, 2022",Tax,"Sales tax paid by buyer","Order #2404212997",EUR,--,-€7.19,-€7.19
"March 9, 2022",Fee,"Listing fee ($0.20 USD)","Listing #1193388721",EUR,--,-€0.18,-€0.18
"March 9, 2022",Fee,"Transaction fee: New wedding dress","Order #2404212997",EUR,--,-€4.53,-€4.53
"March 9, 2022",Fee,"Processing fee","Order #2404212997",EUR,--,-€4.12,-€4.12
"March 9, 2022",Sale,"Payment for Order #2404212997",,EUR,€95.57,--,€95.57
"March 9, 2022",VAT,"VAT: renew sold","renew sold: 864653664",EUR,--,-€0.04,-€0.04
"March 9, 2022",Fee,"Listing fee ($0.20 USD)","Listing #864653664",EUR,--,-€0.18,-€0.18
"March 9, 2022",VAT,"VAT: transaction","transaction: 2916275810",EUR,--,-€5.07,-€5.07
"March 9, 2022",VAT,"VAT: shipping transaction",,EUR,--,-€0.28,-€0.28
"March 9, 2022",VAT,"VAT: Processing Fee","order: 2404623732",EUR,--,-€4.23,-€4.23
"March 9, 2022",Fee,"Transaction fee: Simple A-Line Off The Shoulder Wedding D...","Order #2404623732",EUR,--,-€24.12,-€24.12
"March 9, 2022",Fee,"Processing fee","Order #2404623732",EUR,--,-€20.14,-€20.14
"March 9, 2022",Fee,"Transaction fee: Shipping","Order #2404623732",EUR,--,-€1.32,-€1.32
"March 9, 2022",Sale,"Payment for Order #2404623732",,EUR,€496.08,--,€496.08
"March 7, 2022",VAT,"VAT: renew sold","renew sold: 1108798164",EUR,--,-€0.04,-€0.04
"March 7, 2022",Fee,"Listing fee ($0.20 USD)","Listing #1108798164",EUR,--,-€0.18,-€0.18
"March 7, 2022",VAT,"VAT: Offsite Ads fee","order: 2402163940",EUR,--,-€12.67,-€12.67
"March 7, 2022",VAT,"VAT: transaction","transaction: 2915592849",EUR,--,-€5.28,-€5.28
"March 7, 2022",VAT,"VAT: Processing Fee","order: 2402163940",EUR,--,-€4.54,-€4.54
"March 7, 2022",Fee,"Processing fee","Order #2402163940",EUR,--,-€21.64,-€21.64
"March 7, 2022",Sale,"Payment for Order #2402163940",,EUR,€533.59,--,€533.59
"March 7, 2022",Marketing,"Fee for sale made through Offsite Ads","Order #2402163940",EUR,--,-€60.32,-€60.32
"March 7, 2022",Fee,"Transaction fee: Simple Mermaid Long Sleeve Wedding Dress...","Order #2402163940",EUR,--,-€25.13,-€25.13
"March 7, 2022",Tax,"Sales tax paid by buyer","Order #2402163940",EUR,--,-€43.49,-€43.49
"March 4, 2022",VAT,"VAT: auto-renew expired","auto-renew expired: 868932480",EUR,--,-€0.04,-€0.04
"March 4, 2022",Fee,"Listing fee ($0.20 USD)","Listing #868932480",EUR,--,-€0.18,-€0.18
"March 1, 2022",Deposit,"€422.00 sent to your bank account",,EUR,--,--,--
"March 1, 2022",VAT,"VAT: renew sold","renew sold: 1108798164",EUR,--,-€0.04,-€0.04
"March 1, 2022",Fee,"Listing fee ($0.20 USD)","Listing #1108798164",EUR,--,-€0.18,-€0.18
"March 1, 2022",VAT,"VAT: auto-renew expired","auto-renew expired: 864650458",EUR,--,-€0.04,-€0.04
"March 1, 2022",Fee,"Listing fee ($0.20 USD)","Listing #864650458",EUR,--,-€0.18,-€0.18
"March 1, 2022",VAT,"VAT: transaction","transaction: 2906549921",EUR,--,-€5.15,-€5.15
"March 1, 2022",VAT,"VAT: Processing Fee","order: 2394534951",EUR,--,-€4.47,-€4.47
"March 1, 2022",Sale,"Payment for Order #2394534951",,EUR,€524.43,--,€524.43
"March 1, 2022",Tax,"Sales tax paid by buyer","Order #2394534951",EUR,--,-€46.59,-€46.59
"March 1, 2022",Fee,"Transaction fee: Simple Mermaid Long Sleeve Wedding Dress...","Order #2394534951",EUR,--,-€24.50,-€24.50
"March 1, 2022",Fee,"Processing fee","Order #2394534951",EUR,--,-€21.28,-€21.28
