Date,Type,Title,Info,Currency,Amount,Fees & Taxes,Net
31-Jan-22,Deposit,€678.00 sent to your bank account,,EUR,--,--,--
30-Jan-22,VAT,VAT: listing,listing: 1155967404,EUR,--,-€ 0.04,-€ 0.04
30-Jan-22,Fee,Listing fee ($0.20 USD),Listing #1155967404,EUR,--,-€ 0.18,-€ 0.18
29-Jan-22,VAT,VAT: renew sold,renew sold: 888617862,EUR,--,-€ 0.04,-€ 0.04
29-Jan-22,Fee,Listing fee ($0.20 USD),Listing #888617862,EUR,--,-€ 0.18,-€ 0.18
29-Jan-22,VAT,VAT: transaction,transaction: 2857708264,EUR,--,-€ 3.29,-€ 3.29
29-Jan-22,VAT,VAT: Processing Fee,order: 2360875283,EUR,--,-€ 2.78,-€ 2.78
29-Jan-22,Fee,Transaction fee: Product,Order #2360875283,EUR,--,-€ 15.65,-€ 15.65
29-Jan-22,Tax,Sales tax paid by buyer,Order #2360875283,EUR,--,-€ 18.31,-€ 18.31
29-Jan-22,Fee,Processing fee,Order #2360875283,EUR,--,-€ 13.24,-€ 13.24
29-Jan-22,Sale,Payment for Order #2360875283,,EUR,€ 323.51,--,€ 323.51
28-Jan-22,VAT,VAT: listing,listing: 1154998844,EUR,--,-€ 0.04,-€ 0.04
28-Jan-22,Fee,Listing fee ($0.20 USD),Listing #1154998844,EUR,--,-€ 0.18,-€ 0.18
28-Jan-22,VAT,VAT: listing,listing: 1168937879,EUR,--,-€ 0.04,-€ 0.04
28-Jan-22,Fee,Listing fee ($0.20 USD),Listing #1168937879,EUR,--,-€ 0.18,-€ 0.18
28-Jan-22,VAT,VAT: listing,listing: 1168934951,EUR,--,-€ 0.04,-€ 0.04
28-Jan-22,Fee,Listing fee ($0.20 USD),Listing #1168934951,EUR,--,-€ 0.18,-€ 0.18
28-Jan-22,VAT,VAT: renew sold,renew sold: 888617862,EUR,--,-€ 0.04,-€ 0.04
28-Jan-22,Fee,Listing fee ($0.20 USD),Listing #888617862,EUR,--,-€ 0.18,-€ 0.18
28-Jan-22,VAT,VAT: transaction,transaction: 2856778768,EUR,--,-€ 4.97,-€ 4.97
28-Jan-22,VAT,VAT: Processing Fee,order: 2360298404,EUR,--,-€ 4.21,-€ 4.21
28-Jan-22,Fee,Transaction fee: Product,Order #2360298404,EUR,--,-€ 23.69,-€ 23.69
28-Jan-22,Tax,Sales tax paid by buyer,Order #2360298404,EUR,--,-€ 31.19,-€ 31.19
28-Jan-22,Fee,Processing fee,Order #2360298404,EUR,--,-€ 20.03,-€ 20.03
28-Jan-22,Sale,Payment for Order #2360298404,,EUR,€ 493.17,--,€ 493.17
27-Jan-22,Deposit,€381.50 sent to your bank account,,EUR,--,--,--
27-Jan-22,VAT,VAT: renew sold,renew sold: 1080535309,EUR,--,-€ 0.04,-€ 0.04
27-Jan-22,Fee,Listing fee ($0.20 USD),Listing #1080535309,EUR,--,-€ 0.18,-€ 0.18
26-Jan-22,VAT,VAT: transaction,transaction: 2853926182,EUR,--,-€ 4.64,-€ 4.64
26-Jan-22,VAT,VAT: Processing Fee,order: 2358294329,EUR,--,-€ 3.91,-€ 3.91
26-Jan-22,Fee,Transaction fee: Product,Order #2358294329,EUR,--,-€ 22.10,-€ 22.10
26-Jan-22,Tax,Sales tax paid by buyer,Order #2358294329,EUR,--,-€ 27.37,-€ 27.37
26-Jan-22,Fee,Processing fee,Order #2358294329,EUR,--,-€ 18.63,-€ 18.63
26-Jan-22,Sale,Payment for Order #2358294329,,EUR,€ 458.37,--,€ 458.37
26-Jan-22,Deposit,€797.87 sent to your bank account,,EUR,--,--,--
26-Jan-22,VAT,VAT: listing,listing: 1153406852,EUR,--,-€ 0.04,-€ 0.04
26-Jan-22,Fee,Listing fee ($0.20 USD),Listing #1153406852,EUR,--,-€ 0.18,-€ 0.18
25-Jan-22,Deposit,€262.09 sent to your bank account,,EUR,--,--,--
25-Jan-22,VAT,VAT: renew sold,renew sold: 878568533,EUR,--,-€ 0.04,-€ 0.04
25-Jan-22,Fee,Listing fee ($0.20 USD),Listing #878568533,EUR,--,-€ 0.18,-€ 0.18
25-Jan-22,VAT,VAT: shipping transaction,,EUR,--,-€ 0.46,-€ 0.46
25-Jan-22,VAT,VAT: transaction,transaction: 2851926606,EUR,--,-€ 4.18,-€ 4.18
25-Jan-22,VAT,VAT: Processing Fee,order: 2356635598,EUR,--,-€ 4.04,-€ 4.04
25-Jan-22,Fee,Transaction fee: Shipping,Order #2356635598,EUR,--,-€ 2.17,-€ 2.17
25-Jan-22,Fee,Transaction fee: Product,Order #2356635598,EUR,--,-€ 19.91,-€ 19.91
25-Jan-22,Tax,Sales tax paid by buyer,Order #2356635598,EUR,--,-€ 43.05,-€ 43.05
25-Jan-22,Sale,Payment for Order #2356635598,,EUR,€ 473.58,--,€ 473.58
25-Jan-22,Fee,Processing fee,Order #2356635598,EUR,--,-€ 19.24,-€ 19.24
25-Jan-22,VAT,VAT: renew sold,renew sold: 1060210018,EUR,--,-€ 0.04,-€ 0.04
25-Jan-22,Fee,Listing fee ($0.20 USD),Listing #1060210018,EUR,--,-€ 0.18,-€ 0.18
25-Jan-22,VAT,VAT: renew sold,renew sold: 1060204040,EUR,--,-€ 0.04,-€ 0.04
25-Jan-22,Fee,Listing fee ($0.20 USD),Listing #1060204040,EUR,--,-€ 0.18,-€ 0.18
25-Jan-22,VAT,VAT: transaction,transaction: 2851747342,EUR,--,-€ 4.35,-€ 4.35
25-Jan-22,VAT,VAT: Processing Fee,order: 2356791333,EUR,--,-€ 3.66,-€ 3.66
25-Jan-22,Sale,Payment for Order #2356791333,,EUR,€ 428.49,--,€ 428.49
25-Jan-22,Fee,Transaction fee: Product,Order #2356791333,EUR,--,-€ 20.73,-€ 20.73
25-Jan-22,Tax,Sales tax paid by buyer,Order #2356791333,EUR,--,-€ 24.25,-€ 24.25
25-Jan-22,Fee,Processing fee,Order #2356791333,EUR,--,-€ 17.44,-€ 17.44
25-Jan-22,VAT,VAT: transaction,transaction: 2851529378,EUR,--,-€ 4.72,-€ 4.72
25-Jan-22,VAT,VAT: Offsite Ads fee,order: 2356646323,EUR,--,-€ 11.33,-€ 11.33
25-Jan-22,VAT,VAT: Processing Fee,order: 2356646323,EUR,--,-€ 4.12,-€ 4.12
25-Jan-22,Sale,Payment for Order #2356646323,,EUR,€ 483.47,--,€ 483.47
25-Jan-22,Marketing,Fee for sale made through Offsite Ads,Order #2356646323,EUR,--,-€ 53.97,-€ 53.97
25-Jan-22,Fee,Transaction fee: Product,Order #2356646323,EUR,--,-€ 22.49,-€ 22.49
25-Jan-22,Fee,Processing fee,Order #2356646323,EUR,--,-€ 19.64,-€ 19.64
25-Jan-22,Tax,Sales tax paid by buyer,Order #2356646323,EUR,--,-€ 44.95,-€ 44.95
24-Jan-22,Deposit,€40.91 sent to your bank account,,EUR,--,--,--
22-Jan-22,VAT,VAT: auto-renew expired,auto-renew expired: 1080535309,EUR,--,-€ 0.04,-€ 0.04
22-Jan-22,Fee,Listing fee ($0.20 USD),Listing #1080535309,EUR,--,-€ 0.18,-€ 0.18
21-Jan-22,VAT,VAT: transaction,transaction: 2850437081,EUR,--,-€ 0.51,-€ 0.51
21-Jan-22,VAT,VAT: Processing Fee,order: 2352340328,EUR,--,-€ 0.48,-€ 0.48
21-Jan-22,Fee,Transaction fee: Product,Order #2352340328,EUR,--,-€ 2.42,-€ 2.42
21-Jan-22,Tax,Sales tax paid by buyer,Order #2352340328,EUR,--,-€ 2.84,-€ 2.84
21-Jan-22,Fee,Processing fee,Order #2352340328,EUR,--,-€ 2.30,-€ 2.30
21-Jan-22,Sale,Payment for Order #2352340328,,EUR,€ 50.12,--,€ 50.12
21-Jan-22,VAT,VAT: listing,listing: 1150586010,EUR,--,-€ 0.04,-€ 0.04
21-Jan-22,Fee,Listing fee ($0.20 USD),Listing #1150586010,EUR,--,-€ 0.18,-€ 0.18
21-Jan-22,VAT,VAT: listing,listing: 1164283423,EUR,--,-€ 0.04,-€ 0.04
